project_reference_id,person_reference_id,organization_reference_id,agent_type,priority_order
dong_antero_proj,Darrick Lo,,person,0
dong_antero_proj,Hong-Wei Dong,,person,1
dong_antero_proj,Houri Hintiryan,,person,2
dong_antero_proj,Ian Bowman,,person,3
dong_antero_proj,Nick Foster,,person,4
dong_antero_proj,Samantha Serrano,,person,5
dulac_pag_sn_10x_proj,Eric Vaughn,,person,0
ecker_sn_ATACseq_proj,Bing Ren,,person,0
ecker_sn_ATACseq_proj,Eran A. Mukamel,,person,1
ecker_sn_ATACseq_proj,Mike Nunn,,person,2
ecker_sn_ATACseq_proj,Sebastian Preissl,,person,3
ecker_sn_mCseq_proj,Hanqing Liu,,person,0
ecker_sn_mCseq_proj,Joseph Ecker,,person,1
ecker_sn_mCseq_retro_proj,Ed Callaway,,person,0
feng_fish_proj,Edward Boyden,,person,0
feng_fish_proj,Fenna Krienen,,person,1
feng_fish_proj,Guoping Feng,,person,2
feng_fish_proj,Heather Zaniewski,,person,3
feng_fish_proj,Kirsten Levandowski,,person,4
feng_fish_proj,Tay Won Shin,,person,5
feng_sn_dropseq_proj,Fenna Krienen,,person,0
fischl_mri_proj,Adrian V. Dalca,,person,0
fischl_mri_proj,Alessia Atzeni,,person,1
fischl_mri_proj,Allison Stevens,,person,2
fischl_mri_proj,Andre van der Kouwe,,person,3
fischl_mri_proj,Bram Diamond,,person,4
fischl_mri_proj,Brian Edlow,,person,5
fischl_mri_proj,Bridget Wicinski,,person,6
fischl_mri_proj,Caroline Magnain,,person,7
fischl_mri_proj,Devani Cordero,,person,8
fischl_mri_proj,Divya Varadarajan,,person,9
fischl_mri_proj,Emma Boyd,,person,10
fischl_mri_proj,Erendira Garcia Pallares,,person,11
fischl_mri_proj,Filippo Maria Castelli,,person,12
fischl_mri_proj,Giacomo Mazzamuto,,person,13
fischl_mri_proj,Hui Wang,,person,14
fischl_mri_proj,I-Chun Anderson Chen,,person,15
fischl_mri_proj,Irene Costantini,,person,16
fischl_mri_proj,Jackson Nolan,,person,17
fischl_mri_proj,Jean Augustinack,,person,18
fischl_mri_proj,Jessie Laffey,,person,19
fischl_mri_proj,Jiarui Yang,,person,20
