project_reference_id,person_reference_id,organization_reference_id,agent_type,priority_order
dong_antero_proj,Darrick Lo,,person,0
dong_antero_proj,Houri Hintiryan,,person,2
dong_antero_proj,Nick Foster,,person,4
dong_antero_proj,Ian Bowman,,person,3
dong_antero_proj,Samantha Serrano,,person,5
dong_antero_proj,Hong-Wei Dong,,person,1
ecker_sn_ATACseq_proj,Mike Nunn,,person,2
ecker_sn_ATACseq_proj,Eran A. Mukamel,,person,1
ecker_sn_ATACseq_proj,Sebastian Preissl,,person,3
ecker_sn_ATACseq_proj,Bing Ren,,person,0
ecker_sn_mCseq_proj,Hanqing Liu,,person,0
ecker_sn_mCseq_proj,Joseph Ecker,,person,1
ecker_sn_mCseq_retro_proj,Ed Callaway,,person,0
feng_fish_proj,Heather Zaniewski,,person,2
feng_fish_proj,Kirsten Levandowski,,person,3
feng_fish_proj,Guoping Feng,,person,1
feng_fish_proj,Tay Won Shin,,person,4
feng_fish_proj,Edward Boyden,,person,0
feng_sn_dropseq_proj,Fenna Krienen,,person,0
huang_pn_proj,Chiara Gerhardinger,,person,0
huang_pn_proj,Juliana Brown,,person,2
huang_pn_proj,Ehsan Habibi,,person,1
huang_pn_proj,Paola Arlotta,,person,3
huang_sn_10xv2_proj,Chuck Vanderburg,,person,1
huang_sn_10xv2_proj,Velina Kozareva,,person,4
huang_sn_10xv2_proj,Timothy Tickle,,person,3
huang_sn_10xv2_proj,Evan Macosko,,person,2
huang_sn_10xv2_proj,Aviv Regev,,person,0
huang_stpt_conn_proj,Kathleen Kelly,,person,0
huang_stpt_count_proj,Katie Matho,,person,0
kriegstein_sc_10x_proj,Aparna Bhaduri,,person,0
kriegstein_sc_10x_proj,Arnold Kriegstein,,person,1
kriegstein_sc_10x_proj,Dmitry Velmeshev,,person,2
kriegstein_sc_ATACseq_proj,Ryan Ziffra,,person,0
kriegstein_sc_ATACseq_proj,Tomasz Nowakowski,,person,1
osten_stpt_proj,Ramesh Palaniswamy,,person,1
osten_stpt_proj,Pavel Osten,,person,0
yang_MORF_confocal_proj,Chang Sin Park,,person,0
yang_MORF_confocal_proj,X. William Yang,,person,1
zeng_anderson_sc_10xv2_proj,Stephanie Mok,,person,3
zeng_anderson_sc_10xv2_proj,Florence D'Orazi,,person,2
zeng_anderson_sc_10xv2_proj,David Anderson,,person,0
zeng_anderson_sc_10xv2_proj,Dong-Wook Kim,,person,1
zeng_fmost_proj,Hanchuan Peng,,person,1
zeng_fmost_proj,Yang Yu,,person,4
zeng_fmost_proj,Elise Shen,,person,0
zeng_fmost_proj,Lijuan Liu,,person,2
zeng_fmost_proj,Peng Xie,,person,3
zeng_mouselight_proj,Jayaram Chandrashekar,,person,0
zeng_sc_10x_proj,Cindy van Velthoven,,person,0
zeng_tolias_pseq_proj,Andreas Tolias,,person,0
zeng_tolias_pseq_proj,Dmitry Kobak,,person,1
zeng_tolias_pseq_proj,Federico Scala,,person,2
zhuang_merfish_proj,Xiaowei Zhuang,,person,1
zhuang_merfish_proj,Meng Zhang,,person,0
zhangK_snareseq,Kun Zhang,,person,1
zhangK_snareseq,Marmar Moussa,,person,2
zhangK_snareseq,Blue Lake,,person,0
zhangK_snareseq,Peter Kharchenko,,person,3
zhangl_seqfish_proj,Nico Pierson,,person,3
zhangl_seqfish_proj,Li Zhang,,person,1
zhangl_seqfish_proj,Guang-Wei Zhang,,person,0
zhangl_seqfish_proj,Long Cai,,person,2
tasic_stpt_proj,Bosiljka Tasic,,person,0
tasic_stpt_proj,Tanya Daigle,,person,3
tasic_stpt_proj,Lucas Graybuck,,person,2
tasic_stpt_proj,Hongkui Zeng,,person,1
MacaqueM110xProj,Trygve Bakken,,person,1
MacaqueM110xProj,Ed Lein,,person,0
zhangl_anatomy_proj,Guang-Wei Zhang,,person,0
regev_cisi_proj,Brian Cleary,,person,2
regev_cisi_proj,Brooke Simonton,,person,3
regev_cisi_proj,Jon Bezney,,person,9
regev_cisi_proj,Evan Murray,,person,6
regev_cisi_proj,Shahul Alam,,person,10
regev_cisi_proj,Anubhav Sinha,,person,0
regev_cisi_proj,Ehsan Habibi,,person,4
regev_cisi_proj,Jamie Marshall,,person,8
regev_cisi_proj,Eric Lander,,person,5
regev_cisi_proj,Fei Chen,,person,7
regev_cisi_proj,Aviv Regev,,person,1
huang_fmost_proj,Katie Matho,,person,0
mueller_mouselight_proj,Ulrich Mueller,,person,1
mueller_mouselight_proj,Anthony Kolasny,,person,0
nowakowski_evobc_proj,Matt Keefe,,person,0
