data_collection_reference_id,web_resource_reference_id,priority_order
zeng_expr_char,http://download.brainimagelibrary.org/biccn/zeng/expressioncharacterization/STPT/,0
dong_antero,http://download.brainimagelibrary.org/biccn/dong/anterograde/triple/,0
dong_retro,http://download.brainimagelibrary.org/biccn/dong/retrograde/,0
dong_trio,http://download.brainimagelibrary.org/biccn/dong/trio/,0
ecker_sn_ATACseq,http://data.nemoarchive.org/biccn/grant/cemba/ecker/chromatin/,0
ecker_sn_mCseq,http://data.nemoarchive.org/biccn/grant/cemba/ecker/methylation/,0
ecker_sn_mCseq_retro,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,0
ecker_trio,http://download.brainimagelibrary.org/biccn/cemba/dong/TRIO/,0
feng_fish,http://download.brainimagelibrary.org/biccn/feng/fish/,0
feng_sn_dropseq,http://data.nemoarchive.org/biccn/grant/feng/feng/transcriptome/scell/,0
huang_antero,http://download.brainimagelibrary.org/biccn/huang/dong/anterograde/triple/,0
huang_pn_bulk_SSv4,http://data.nemoarchive.org/biccn/grant/huang/arlotta/transcriptome/bulk/,0
huang_pn_sn_10xv2,http://data.nemoarchive.org/biccn/grant/huang/arlotta/transcriptome/scell/,0
huang_retro,http://download.brainimagelibrary.org/biccn/huang/dong/retrograde/quad/,0
huang_sn_10xv2,http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/,0
huang_sn_10xv2,http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/,1
huang_stpt_conn,http://download.brainimagelibrary.org/biccn/huang/connectivity/anterograde/,0
huang_stpt_count,http://download.brainimagelibrary.org/biccn/huang/cellcounting/,0
kriegstein_sc_10xv2,http://data.nemoarchive.org/biccn/grant/devhu/kriegstein/transcriptome/scell/,0
kriegstein_sn_10xv2,http://data.nemoarchive.org/biccn/grant/devhu/kriegstein/transcriptome/sncell/,0
lein_sn_10xv2,http://data.nemoarchive.org/biccn/grant/lein/linnarsson/transcriptome/sncell/10X/,0
osten_stpt,http://download.brainimagelibrary.org/biccn/osten/cellcounting/,0
yang_MORF_confocal,http://download.brainimagelibrary.org/biccn/yang/morf/confocal/,0
zeng_anderson_sc_10xv2,http://data.nemoarchive.org/biccn/grant/zeng/anderson/transcriptome/scell/10x/,0
zeng_fmost,http://download.brainimagelibrary.org/biccn/zeng/luo/fMOST/,0
zeng_fmost_cells,http://download.brainimagelibrary.org/b4/d4/b4d4211078a67217/,0
zeng_mouselight,http://download.brainimagelibrary.org/biccn/zeng/mouselight/,0
zeng_retro,http://download.brainimagelibrary.org/biccn/zeng/retrograde/transsynaptic/,0
zeng_sc_10xv2,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/10X/,0
zeng_sc_10xv3,http://data.nemoarchive.org/biccn/assay/transcriptome/zeng/scell/10X/raw/MOp_v3/,0
zeng_sc_SSv4,http://data.nemoarchive.org/biccn/lab/tasic/transcriptome/scell/,0
zeng_sn_10xv2,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/sncell/10X/,0
zeng_sn_10xv3,http://data.nemoarchive.org/biccn/grant/zeng/zeng/transcriptome/snuc/10X/raw/MOp_v3/,0
zeng_sn_SSv4,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/sncell/SMARTer/,0
zeng_tolias_pseq_m,http://download.brainimagelibrary.org/biccn/zeng/tolias/pseq/morph/,0
zeng_tolias_pseq_t,http://data.nemoarchive.org/biccn/grant/zeng/tolias/,0
zeng_tolias_pseq_e,http://identifiers.org/DANDI:000008,0
zhuang_merfish,http://download.brainimagelibrary.org/biccn/zeng/zhuang/merfish/,0
zhangK_cj_snareseq_AC,http://data.nemoarchive.org/biccn/grant/zhang/zhang/,0
zhangl_seqfish,http://download.brainimagelibrary.org/biccn/zhangl/seqfish/,0
tasic_ATACseq,http://data.nemoarchive.org/biccn/lab/tasic/chromatin/scell/,0
human_cortex_SS4_counts,https://celltypes.brain-map.org/rnaseq/human_ctx_smart-seq,0
human_cortex_SS4_counts,https://portal.brain-map.org/atlases-and-data/rnaseq/human-multiple-cortical-areas-smart-seq,1
